year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2024,15,4/9/2024,4/9/2024,Jharkhand,Saraikela Kharsawan,Chickenpox,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,15,4/8/2024,4/10/2024,Jharkhand,Chatra,Fever with Rash,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,15,4/4/2024,,Jharkhand,Khunti,Fever with Rash,Reported Late,7,0,"cases in absolute number, deaths in absolute number",
2024,15,4/1/2024,,Jharkhand,Lohardaga,Malaria,Reported Late,3,0,"cases in absolute number, deaths in absolute number",
2024,15,4/11/2024,4/12/2024,Karnataka,Dakshina Kannada,Acute Diarrheal Disease,Reported in Same Week,144,0,"cases in absolute number, deaths in absolute number",
2024,15,4/10/2024,4/12/2024,Karnataka,Chamarajanagara,Food Poisoning,Reported in Same Week,82,0,"cases in absolute number, deaths in absolute number",
2024,15,4/10/2024,4/11/2024,Karnataka,Tumakuru,Acute Diarrheal Disease,Reported in Same Week,78,0,"cases in absolute number, deaths in absolute number",
2024,15,4/10/2024,4/10/2024,Karnataka,Vijayanagar,Acute Diarrheal Disease,Reported in Same Week,63,0,"cases in absolute number, deaths in absolute number",
2024,15,4/9/2024,4/10/2024,Karnataka,Chitradurga,Food Poisoning,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,15,4/6/2024,4/8/2024,Karnataka,Ballari,Measles,Reported in Same Week,34,0,"cases in absolute number, deaths in absolute number",
2024,15,4/12/2024,4/12/2024,Kerala,Idukki,Food Poisoning,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,15,4/12/2024,4/12/2024,Kerala,Palakkad,Food Poisoning,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,15,4/11/2024,4/12/2024,Kerala,Kannur,Hepatitis A,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,15,4/9/2024,4/9/2024,Kerala,Kozhikode,Jaundice,Reported in Same Week,37,0,"cases in absolute number, deaths in absolute number",
2024,15,4/8/2024,4/9/2024,Kerala,Pathanamthitta,Food Poisoning,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,15,4/13/2024,4/14/2024,Madhya Pradesh,Datia,Chickenpox,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,15,4/11/2024,4/11/2024,Madhya Pradesh,Katni,Leptospirosis,Reported in Same Week,58,1,"cases in absolute number, deaths in absolute number",
2024,15,4/10/2024,4/10/2024,Madhya Pradesh,Umaria,Leptospirosis,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,15,4/8/2024,4/8/2024,Madhya Pradesh,Chhatarpur,Chickenpox,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,15,4/7/2024,4/8/2024,Madhya Pradesh,Satna,Chickenpox,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,15,4/14/2024,4/14/2024,Maharashtra,Chandrapur,Food Poisoning,Reported in Same Week,258,1,"cases in absolute number, deaths in absolute number",
2024,15,4/12/2024,4/12/2024,Maharashtra,Chandrapur,Malaria,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,15,4/12/2024,4/12/2024,Maharashtra,Kolhapur,Chikungunya,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,15,4/9/2024,4/10/2024,Maharashtra,Satara,Acute Diarrheal Disease,Reported in Same Week,68,0,"cases in absolute number, deaths in absolute number",
2024,15,4/8/2024,4/10/2024,Maharashtra,Wardha,Dengue,Reported in Same Week,36,1,"cases in absolute number, deaths in absolute number",
2024,15,4/6/2024,4/9/2024,Maharashtra,Jalna,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,15,4/4/2024,4/8/2024,Maharashtra,Osmanabad,Dengue and Chikungunya,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,15,4/3/2024,,Maharashtra,Satara,Dengue,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2024,15,3/28/2024,4/12/2024,Maharashtra,Pune,Acute Diarrheal Disease,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2024,15,4/3/2024,4/8/2024,Meghalaya,West Khasi Hills,Acute Gastroenteritis,Reported in Same Week,71,0,"cases in absolute number, deaths in absolute number",
2024,15,4/12/2024,4/13/2024,Odisha,Koraput,Fever with Rash,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,15,4/10/2024,4/10/2024,Odisha,Rayagada,Acute Diarrheal Disease,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2024,15,4/10/2024,4/12/2024,Punjab,Firozepur,Food Poisoning,Reported in Same Week,73,0,"cases in absolute number, deaths in absolute number",
2024,15,4/10/2024,4/11/2024,Punjab,Fazilka,Food Poisoning,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2024,15,4/5/2024,4/5/2024,Rajasthan,Kota,Acute Diarrheal Disease,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2024,15,4/8/2024,4/8/2024,Tamil Nadu,Kallakurichi,Acute Diarrheal Disease,Reported in Same Week,97,0,"cases in absolute number, deaths in absolute number",
2024,15,3/11/2024,,Tripura,Unakoti,Acute Diarrheal Disease,Reported Late,8,0,"cases in absolute number, deaths in absolute number",
2024,15,4/8/2024,4/9/2024,Uttar Pradesh,Bhadohi,Measles,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,15,4/9/2024,4/11/2024,West Bengal,Hooghly,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,15,4/6/2024,4/8/2024,West Bengal,24 Paraganas North,Chickenpox,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,14,3/28/2024,4/3/2024,Andhra Pradesh,Palnadu,Fever,Reported in Same Week,58,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/4/2024,Assam,Charaideo,Mushroom Poisoning,Reported in Same Week,5,2,"cases in absolute number, deaths in absolute number",
2024,14,4/2/2024,4/3/2024,Assam,Goalpara,Measles,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,14,4/6/2024,4/6/2024,Bihar,Samastipur,Fever with Rash,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,14,4/3/2024,4/3/2024,Bihar,Patna,Fever with Rash,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,14,4/1/2024,4/4/2024,Bihar,Samastipur,Measles,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,14,3/16/2024,,Bihar,Gaya,Chickenpox,Reported Late,5,0,"cases in absolute number, deaths in absolute number",
2024,14,4/6/2024,4/6/2024,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,Reported in Same Week,37,0,"cases in absolute number, deaths in absolute number",
2024,14,4/3/2024,4/4/2024,Chhattisgarh,Sarangarh Bilaigarh,Food Poisoning,Reported in Same Week,72,0,"cases in absolute number, deaths in absolute number",
2024,14,4/2/2024,4/3/2024,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,14,3/30/2024,4/1/2024,Chhattisgarh,Rajnandgaon,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,14,4/2/2024,4/2/2024,Gujarat,Navsari,Cholera,Reported in Same Week,3,1,"cases in absolute number, deaths in absolute number",
2024,14,4/3/2024,4/3/2024,Haryana,Fatehabad,Measles,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,14,4/6/2024,4/6/2024,Jharkhand,Garhwa,Measles,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,14,4/3/2024,4/3/2024,Jharkhand,Jamtara,Chickenpox,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,14,4/1/2024,4/3/2024,Jharkhand,Khunti,Mumps,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,14,3/30/2024,4/1/2024,Jharkhand,Jamtara,Chickenpox,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,14,3/26/2024,4/3/2024,Jharkhand,East Singhbhum,Measles,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,14,4/6/2024,4/6/2024,Karnataka,Bengaluru Urban,Cholera,Reported in Same Week,47,0,"cases in absolute number, deaths in absolute number",
2024,14,4/6/2024,4/6/2024,Karnataka,Chikkamagaluru,Food Poisoning,Reported in Same Week,47,0,"cases in absolute number, deaths in absolute number",
2024,14,4/5/2024,4/6/2024,Karnataka,Chitradurga,Food Poisoning,Reported in Same Week,43,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/5/2024,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/5/2024,Kerala,Kottayam,Dengue,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/4/2024,Kerala,Kasaragod,Food Poisoning,Reported in Same Week,171,0,"cases in absolute number, deaths in absolute number",
2024,14,4/1/2024,4/1/2024,Kerala,Thrissur,Dengue,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,14,3/30/2024,4/6/2024,Kerala,Idukki,Dengue,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,14,3/4/2024,4/4/2024,Kerala,Kozhikode,Hepatitis A,Reported in Same Week,38,1,"cases in absolute number, deaths in absolute number",
2024,14,4/5/2024,4/5/2024,Madhya Pradesh,Katni,Scrub Typhus,Reported in Same Week,2,1,"cases in absolute number, deaths in absolute number",
2024,14,4/2/2024,4/2/2024,Madhya Pradesh,Shivpuri,Measles,Reported in Same Week,47,0,"cases in absolute number, deaths in absolute number",
2024,14,3/21/2024,,Madhya Pradesh,Bhopal,Measles,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2024,14,4/3/2024,4/5/2024,Maharashtra,Raigad,Dengue,Reported in Same Week,5,1,"cases in absolute number, deaths in absolute number",
2024,14,4/2/2024,4/2/2024,Meghalaya,Ri Bhoi,Acute Gastroenteritis,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,14,4/6/2024,4/7/2024,Odisha,Cuttack,Hepatitis A,Reported in Same Week,101,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/5/2024,Odisha,Koraput,Fever with Rash,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/5/2024,Odisha,Rayagada,Food Poisoning,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/4/2024,Odisha,Sundargarh,Acute Gastroenteritis,Reported in Same Week,73,0,"cases in absolute number, deaths in absolute number",
2024,14,4/2/2024,4/3/2024,Punjab,Ludhiana,Mumps,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,14,4/1/2024,4/1/2024,Rajasthan,Sikar,Mumps,Reported in Same Week,76,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/5/2024,Tamil Nadu,Sivaganga,Chickenpox,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,14,4/3/2024,4/3/2024,Tamil Nadu,Salem,Acute Diarrheal Disease,Reported in Same Week,106,0,"cases in absolute number, deaths in absolute number",
2024,14,4/2/2024,4/2/2024,Tamil Nadu,Dindigul,Acute Diarrheal Disease,Reported in Same Week,57,0,"cases in absolute number, deaths in absolute number",
2024,14,4/4/2024,4/4/2024,Telangana,Nirmal,Acute Diarrheal Disease,Reported in Same Week,50,0,"cases in absolute number, deaths in absolute number",
2024,14,4/6/2024,4/6/2024,Uttar Pradesh,Unnao,Food Poisoning,Reported in Same Week,61,0,"cases in absolute number, deaths in absolute number",
2024,14,4/3/2024,4/4/2024,West Bengal,24 Paraganas South,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,14,4/2/2024,4/3/2024,West Bengal,Nadia,Acute Diarrheal Disease,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,13,3/25/2024,3/28/2024,Andhra Pradesh,Tirupati,Food Poisoning,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,13,1/26/2024,3/28/2024,Andhra Pradesh,Bapatla,Acute Diarrheal Disease,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,13,3/30/2024,3/31/2024,Assam,Majuli,Food Poisoning,Reported in Same Week,52,0,"cases in absolute number, deaths in absolute number",
2024,13,3/28/2024,3/30/2024,Assam,Kamrup,Food Poisoning,Reported in Same Week,66,0,"cases in absolute number, deaths in absolute number",
2024,13,3/28/2024,3/28/2024,Assam,Darrang,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,13,3/27/2024,3/28/2024,Assam,Karbi Anglong,Acute Diarrheal Disease,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,13,3/27/2024,3/28/2024,Assam,Kokrajhar,Measles,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,13,3/20/2024,3/27/2024,Bihar,Khagaria,Measles,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,13,3/15/2024,,Bihar,Bhojpur,Measles,Reported Late,6,0,"cases in absolute number, deaths in absolute number",
2024,13,3/30/2024,3/30/2024,Gujarat,Devbhumi Dwarka,Measles,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,13,3/29/2024,3/30/2024,Gujarat,Surat,Cholera,Reported in Same Week,60,0,"cases in absolute number, deaths in absolute number",
2024,13,3/27/2024,3/28/2024,Gujarat,Chhotaudepur,Acute Diarrheal Disease,Reported in Same Week,50,0,"cases in absolute number, deaths in absolute number",
2024,13,3/30/2024,3/30/2024,Jammu and Kashmir,Jammu,Mumps,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,13,3/27/2024,3/28/2024,Jammu and Kashmir,Kathua,Mumps,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,13,3/26/2024,3/26/2024,Jharkhand,East Singhbhum,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,13,3/30/2024,3/30/2024,Karnataka,Haveri,Acute Diarrheal Disease,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2024,13,3/28/2024,3/28/2024,Karnataka,Bengaluru Urban,Acute Diarrheal Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,13,3/28/2024,3/28/2024,Karnataka,Chikkamagaluru,Acute Diarrheal Disease,Reported in Same Week,65,0,"cases in absolute number, deaths in absolute number",
2024,13,3/26/2024,3/27/2024,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2024,13,3/26/2024,3/25/2024,Kerala,Malappuram,Hepatitis A,Reported in Same Week,254,0,"cases in absolute number, deaths in absolute number",
2024,13,3/23/2024,,Kerala,Pathanamthitta,Chickenpox,Reported Late,26,0,"cases in absolute number, deaths in absolute number",
2024,13,3/18/2024,,Kerala,Malappuram,Hepatitis A,Reported Late,19,0,"cases in absolute number, deaths in absolute number",
2024,13,1/19/2024,,Kerala,Malappuram,West Nile Fever,Reported Late,1,0,"cases in absolute number, deaths in absolute number",
2024,13,3/30/2024,3/30/2024,Madhya Pradesh,Narsinghpur,Chickenpox,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,13,3/27/2024,3/28/2024,Madhya Pradesh,Umaria,Chickenpox,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,13,2/29/2024,,Madhya Pradesh,Chhindwara,Jaundice,Reported Late,8,0,"cases in absolute number, deaths in absolute number",
2024,13,3/30/2024,3/30/2024,Maharashtra,Akola,Hepatitis A,Reported in Same Week,96,0,"cases in absolute number, deaths in absolute number",
2024,13,3/23/2024,,Maharashtra,Pune,Chikungunya,Reported Late,9,0,"cases in absolute number, deaths in absolute number",
2024,13,3/30/2024,3/31/2024,Odisha,Anugul,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2024,13,3/27/2024,3/28/2024,Odisha,Koraput,Fever with Rash,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,13,3/27/2024,3/27/2024,Odisha,Balangir,Acute Gastroenteritis,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,13,3/27/2024,3/28/2024,Puducherry,Pondicherry,Cholera,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,13,3/25/2024,3/25/2024,Tamil Nadu,Pudukkottai,Mumps,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,13,3/25/2024,3/25/2024,Tamil Nadu,Thiruvarur,Fever,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,13,3/23/2024,,Tamil Nadu,Villupuram,Chickenpox,Reported Late,19,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/22/2024,Assam,Goalpara,Hepatitis A,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2024,12,3/19/2024,3/19/2024,Assam,Lakhimpur,Chickenpox,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,12,3/18/2024,3/19/2024,Assam,Kamrup,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,12,3/18/2024,3/19/2024,Assam,Kamrup,Chickenpox,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Bihar,Madhubani,Measles,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Bihar,Samastipur,Fever with Rash,Reported in Same Week,28,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/20/2024,Bihar,Gaya,Measles,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,12,3/19/2024,3/19/2024,Chhattisgarh,Sukma,Measles,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,12,3/14/2024,,Chhattisgarh,Balod,Chickenpox,Reported Late,20,0,"cases in absolute number, deaths in absolute number",
2024,12,1/21/2024,,Chhattisgarh,Raipur,Acute Diarrheal Disease,Reported Late,118,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Gujarat,Ahmedabad,Acute Diarrheal Disease,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Gujarat,Devbhumi Dwarka,Food Poisoning,Reported in Same Week,50,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/21/2024,Gujarat,Rajkot,Acute Diarrheal Disease,Reported in Same Week,222,0,"cases in absolute number, deaths in absolute number",
2024,12,3/7/2024,,Gujarat,Jamnagar,Measles,Reported Late,11,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/22/2024,Himachal Pradesh,Mandi,Hepatitis A,Reported in Same Week,88,0,"cases in absolute number, deaths in absolute number",
2024,12,3/23/2024,3/23/2024,Jammu and Kashmir,Jammu,Hepatitis A,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/22/2024,Jharkhand,West Singhbhum,Fever with Rash,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/20/2024,Jharkhand,East Singhbhum,Chickenpox,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2024,12,3/22/2024,3/22/2024,Karnataka,Gadag,Dengue,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Karnataka,Chikballapur,Chikungunya,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,12,3/19/2024,3/19/2024,Karnataka,Raichur,Food Poisoning,Reported in Same Week,69,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/20/2024,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/20/2024,Kerala,Palakkad,Dengue,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,12,3/19/2024,3/19/2024,Kerala,Palakkad,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,12,3/19/2024,3/19/2024,Kerala,Palakkad,Mumps,Reported in Same Week,42,0,"cases in absolute number, deaths in absolute number",
2024,12,3/18/2024,3/20/2024,Kerala,Kottayam,Chickenpox,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,12,3/18/2024,3/19/2024,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,12,3/15/2024,3/22/2024,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,12,3/14/2024,3/22/2024,Kerala,Ernakulam,Hepatitis A,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,12,2/22/2024,,Kerala,Ernakulam,Hepatitis A,Reported Late,7,0,"cases in absolute number, deaths in absolute number",
2024,12,2/18/2024,,Kerala,Ernakulam,Hepatitis A,Reported Late,6,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Madhya Pradesh,Khargone,Cholera,Reported in Same Week,44,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/20/2024,Madhya Pradesh,Khargone,Measles,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,12,3/18/2024,3/19/2024,Madhya Pradesh,Umaria,Leptospirosis and Scrub Typhus,Reported in Same Week,23,2,"cases in absolute number, deaths in absolute number",
2024,12,3/23/2024,3/23/2024,Maharashtra,Akola,Dengue,Reported in Same Week,26,0,"cases in absolute number, deaths in absolute number",
2024,12,3/22/2024,3/23/2024,Maharashtra,Osmanabad,Dengue,Reported in Same Week,6,1,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/20/2024,Maharashtra,Amravati,Dengue,Reported in Same Week,64,0,"cases in absolute number, deaths in absolute number",
2024,12,3/19/2024,3/20/2024,Maharashtra,Osmanabad,Dengue and Chikungunya,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,12,3/1/2024,,Manipur,Imphal West,Human Rabies,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/22/2024,Meghalaya,East Khasi Hills,Acute Diarrheal Disease,Reported in Same Week,35,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Mizoram,Champhai,Measles,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Odisha,Sambalpur,Acute Diarrheal Disease,Reported in Same Week,290,0,"cases in absolute number, deaths in absolute number",
2024,12,3/17/2024,3/20/2024,Odisha,Dhenkanal,Acute Diarrheal Disease,Reported in Same Week,44,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/20/2024,Rajasthan,Pratapgarh,Mumps,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,12,3/23/2024,3/23/2024,Tamil Nadu,Thanjavur,Chickenpox,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,12,3/22/2024,3/23/2024,Tamil Nadu,Tirupathur,Measles,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Tamil Nadu,Coimbatore,Mumps,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Tamil Nadu,Namakkal,Mumps,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,12,3/21/2024,3/21/2024,Tamil Nadu,Namakkal,Mumps,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/21/2024,Tamil Nadu,Tiruchirappalli,Mumps,Reported in Same Week,27,0,"cases in absolute number, deaths in absolute number",
2024,12,3/19/2024,3/20/2024,Tamil Nadu,The Nilgiris,Mumps,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2024,12,3/13/2024,,Tamil Nadu,Theni,Dengue,Reported Late,11,0,"cases in absolute number, deaths in absolute number",
2024,12,3/20/2024,3/23/2024,Uttar Pradesh,Ballia,Fever with Rash,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,12,3/18/2024,3/22/2024,Uttar Pradesh,Ambedkar Nagar,Fever with Rash,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,12,3/17/2024,3/18/2024,West Bengal,Birbhum,Acute Diarrheal Disease,Reported in Same Week,130,0,"cases in absolute number, deaths in absolute number",
2024,11,2/20/2024,,Andhra Pradesh,Guntur,Acute Diarrheal Disease,Reported Late,205,1,"cases in absolute number, deaths in absolute number",
2024,11,2/10/2024,,Andhra Pradesh,Guntur,Cholera,Reported Late,150,0,"cases in absolute number, deaths in absolute number",
2024,11,2/7/2024,,Andhra Pradesh,Alluri Sitharama Raju,Acute Diarrheal Disease,Reported Late,11,0,"cases in absolute number, deaths in absolute number",
2024,11,3/14/2024,3/15/2024,Arunachal Pradesh,Papum Pare,Mumps,Reported in Same Week,115,0,"cases in absolute number, deaths in absolute number",
2024,11,3/16/2024,3/16/2024,Assam,Dhubri,Measles,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2024,11,3/14/2024,3/15/2024,Assam,Sivasagar,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2024,11,3/14/2024,3/14/2024,Assam,Biswanath,Chickenpox,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,11,3/11/2024,3/12/2024,Assam,Goalpara,Measles,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2024,11,3/11/2024,3/11/2024,Assam,Dibrugarh,Measles,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2024,11,3/11/2024,3/11/2024,Assam,Jorhat,Human Rabies,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2024,11,3/15/2024,3/17/2024,Bihar,Sheohar,Fever with Rash,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2024,11,3/15/2024,3/16/2024,Bihar,Vaishali,Measles,Reported in Same Week,18,0,"cases in absolute number, deaths in absolute number",
2024,11,3/14/2024,3/15/2024,Chhattisgarh,Durg,Measles,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2024,11,3/13/2024,3/14/2024,Chhattisgarh,Bilaspur,Measles,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2024,11,3/13/2024,3/13/2024,Chhattisgarh,Bilaspur,Chickenpox,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2024,11,2/20/2024,,Chhattisgarh,Dantewada,Mumps,Reported Late,29,0,"cases in absolute number, deaths in absolute number",
2024,11,3/12/2024,3/13/2024,Gujarat,Bharuch,Typhoid,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2024,11,3/11/2024,3/15/2024,Gujarat,Jamnagar,Measles,Reported in Same Week,10,0,"cases in absolute number, deaths in absolute number",
2024,11,3/11/2024,3/13/2024,Gujarat,Kheda,Jaundice,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2024,11,3/10/2024,3/11/2024,Gujarat,Kheda,Food Poisoning,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
